Student 1,Student 2,Compatibility Score
Student_1,Student_2,0.7071299843017238
Student_1,Student_3,0.7475967460184186
Student_1,Student_4,0.6962517919245039
Student_1,Student_5,0.507109599682035
Student_1,Student_6,0.2044426331148604
Student_1,Student_7,0.5463903383418093
Student_1,Student_8,0.5615932980336426
Student_1,Student_9,0.18918936672400105
Student_1,Student_10,0.20615935606944266
Student_1,Student_11,0.5559310125796838
Student_1,Student_12,0.7469045356068601
Student_1,Student_13,0.6032613302224211
Student_1,Student_14,0.587488864236147
Student_1,Student_15,0.559240270192069
Student_1,Student_16,0.5481509786355702
Student_1,Student_17,0.4447727697948097
Student_1,Student_18,0.36049009225836887
Student_1,Student_19,0.24295656309457242
Student_1,Student_20,0.5359153870363644
Student_1,Student_21,0.33443370826476093
Student_1,Student_22,0.8060600995134565
Student_1,Student_23,0.33719570647503716
Student_1,Student_24,0.5675479418198437
Student_1,Student_25,0.3291807059211628
Student_1,Student_26,0.5169645636829003
Student_1,Student_27,1.0
Student_1,Student_28,0.549032868881296
Student_1,Student_29,0.3445508091319105
Student_1,Student_30,0.7039913611435207
Student_1,Student_31,0.3496236529757515
Student_1,Student_32,0.11103301882016522
Student_1,Student_33,0.5511422764866204
Student_1,Student_34,0.5015030176146188
Student_1,Student_35,0.3963638778778615
Student_1,Student_36,0.6494305437627893
Student_1,Student_37,0.5530780176889206
Student_1,Student_38,0.33289831607343373
Student_1,Student_39,0.43651814577894293
Student_1,Student_40,0.6574326409402271
Student_2,Student_3,0.6517086543812793
Student_2,Student_4,0.7981601666364733
Student_2,Student_5,0.8001843393306539
Student_2,Student_6,0.5034758170536167
Student_2,Student_7,0.44460240319690636
Student_2,Student_8,0.24221695274597688
Student_2,Student_9,0.30195845255097686
Student_2,Student_10,0.09021627222384969
Student_2,Student_11,0.6540825275571447
Student_2,Student_12,0.43297416395762156
Student_2,Student_13,0.7102915563732564
Student_2,Student_14,0.5047259748241304
Student_2,Student_15,0.45256029734313874
Student_2,Student_16,0.45982690983945507
Student_2,Student_17,0.36665474444462576
Student_2,Student_18,0.6601437006501814
Student_2,Student_19,0.5315912576866836
Student_2,Student_20,0.43720423033264294
Student_2,Student_21,0.6437518142230433
Student_2,Student_22,0.7002609105021083
Student_2,Student_23,0.4551765902046912
Student_2,Student_24,0.4427425618684653
Student_2,Student_25,0.6518676676447708
Student_2,Student_26,0.1924461706764668
Student_2,Student_27,0.6938848219700805
Student_2,Student_28,0.6359333890315177
Student_2,Student_29,0.4407676675388909
Student_2,Student_30,0.5864831539438367
Student_2,Student_31,0.4402412674702267
Student_2,Student_32,0.4105364179660784
Student_2,Student_33,0.44050601111168053
Student_2,Student_34,0.6263238206483739
Student_2,Student_35,0.1049331790088089
Student_2,Student_36,0.5518483612369487
Student_2,Student_37,0.44141642219818783
Student_2,Student_38,0.4570030987940899
Student_2,Student_39,0.34424362173762224
Student_2,Student_40,0.3512200981464536
Student_3,Student_4,0.4756008453826879
Student_3,Student_5,0.44903940100275347
Student_3,Student_6,0.4614927332628567
Student_3,Student_7,0.4929682357487411
Student_3,Student_8,0.5996501150950304
Student_3,Student_9,0.2677080063563551
Student_3,Student_10,0.44373032942212226
Student_3,Student_11,0.6181244855799692
Student_3,Student_12,0.8070775193545549
Student_3,Student_13,0.3443753322410573
Student_3,Student_14,0.5563240773905552
Student_3,Student_15,0.8097255444962672
Student_3,Student_16,0.8062180996221721
Student_3,Student_17,0.38429775280109546
Student_3,Student_18,0.29272862824175133
Student_3,Student_19,0.497524813644485
Student_3,Student_20,0.49925566570899954
Student_3,Student_21,0.30620672097550683
Student_3,Student_22,0.7517770100093325
Student_3,Student_23,0.08664655641289899
Student_3,Student_24,0.5038019785100596
Student_3,Student_25,0.30610585745283825
Student_3,Student_26,0.5555979044793103
Student_3,Student_27,0.7608078072555462
Student_3,Student_28,0.608339221545489
Student_3,Student_29,0.10459180079228438
Student_3,Student_30,0.6492983428854135
Student_3,Student_31,0.3833903906648401
Student_3,Student_32,0.35429618219132586
Student_3,Student_33,0.8020768768716312
Student_3,Student_34,0.25271578837195374
Student_3,Student_35,0.4372325142417969
Student_3,Student_36,0.8891894345959174
Student_3,Student_37,0.8105315285333291
Student_3,Student_38,0.39960444846143345
Student_3,Student_39,0.40681500697372625
Student_3,Student_40,0.4002831837613046
Student_4,Student_5,0.6002975613949574
Student_4,Student_6,0.5093828380597599
Student_4,Student_7,0.4448395527178262
Student_4,Student_8,0.4509612077694098
Student_4,Student_9,0.2953772471129496
Student_4,Student_10,0.09565503772567685
Student_4,Student_11,0.6469082787653136
Student_4,Student_12,0.4522213377163371
Student_4,Student_13,0.8952125137833651
Student_4,Student_14,0.5125575612557353
